,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4,3,6,4,6,9,9,4,0,1,3,3,4,5,5,0.0,173040321.3867225,0.0,0.0,254833609.08604604,0.0,0.0,76335526.52592039,0.0,2022413.6668012303,24732500.84179449,0.00012126917184579394,0.0,124957038.67102736,0.0,673800000.0,82.55130116296304
1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,3,4,10,9,6,1,0,3,3,3,5,8,8,5,3,0.0,215540147.36478812,0.0,0.0,242666064.85874596,0.0,5209387.798306689,50962397.12067895,0.0024976181410032664,0.0,41772883.41586425,0.0,0.0,143427691.73251453,0.0,619900000.0,85.05596637327176
2,3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,10,7,5,3,0,0,2,2,10,4,0,6,10,0,10,0.0,286009295.66762054,0.0,0.0,47842699.56310011,0.0,326162.76031471987,96451870.13414031,5.3187350880599584e-05,0.0,24092218.720461875,0.0,0.0,139585453.35466468,0.0,885500000.0,10.757292674261919
3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,10,7,4,1,1,3,5,5,10,7,5,6,4,4,9,0.0,275166437.5268426,0.0,10048109.759737771,128965327.37089843,0.0010814005516317537,0.0,124736878.9103472,0.0,0.0,47102409.48652041,0.0,0.0,141049552.80928886,0.0,589200000.0,328.72014866449365
4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1,1,5,4,8,10,10,0,4,6,3,6,8,0.0,163569810.7373196,0.0,12913759.856128247,164961987.05957726,0.0013871121250916447,0.0,176088341.8993622,0.0,6867572.325171697,24092218.720461875,0.0003853125026336478,0.0,140472788.31760907,0.0,387000000.0,717.9079216070936
5,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,2,3,9,0,2,0,9,6,2,0,2,1,6,0.0,98043050.03325048,0.0,0.0,147378844.74942005,0.0,0.0,65599578.68584207,0.0,0.0,21556221.14781617,0.0,0.0,98900677.91008756,0.0,710400000.0,0.0
6,2,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,3,1,0,8,0,0,7,4,3,2,3,8,2,8,0,0.0,78453877.84187987,0.0,0.0,81277411.11097889,0.0,0.0,102644427.34395227,0.0,0.0,35428906.2357716,0.0,0.0,79410612.48799065,0.0,1215000000.0,0.0
7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,9,10,7,6,4,10,1,3,2,1,10,2,3,0,0.0,322460157.10833514,0.0,0.0,239458735.98520547,0.0,0.0,107638924.77947369,0.0,0.0,36638443.08991128,0.0,0.0,60039471.119519606,0.0,625800000.0,0.0
8,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,9,4,0,2,2,1,8,8,8,10,6,5,5,7,9,0.0,150007532.07027638,0.0,0.0,132359804.95906831,0.0,0.0,149896546.45682117,0.0,0.0,56945617.322230004,0.0,0.0,168445545.8343737,0.0,690800000.0,0.0
9,4,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,3,4,0,3,0,10,7,5,5,1,1,0,5,3,0.0,131162431.79431592,0.0,12579002.242543831,47842699.56310011,0.0010535116837208508,0.0,143086988.56770414,0.0,0.0,26278482.989033304,0.0,50337709.20438595,72580607.18485624,0.004109331937994053,837700000.0,3397.7835597859494
