,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
0,4,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,3,9,8,8,5,7,5,10,6,3,7,5,7,1,1,0.0,250788300.0973758,0.0,0.0,272482931.147082,0.0,0.0,133077315.29793808,0.0,0.0,39716548.96182038,0.0,0.0,108628166.34997386,0.0,708700000.0,0.0
1,4,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,4,7,6,10,5,2,1,1,9,3,1,5,2,3,6,0.0,213656166.2927918,0.0,0.0,253538853.41532838,0.0,2199851.6620229194,84723979.76881126,0.00035469263749940807,0.0,28105580.528124608,0.0,5756832.81508844,107680672.62746243,0.00047836438129279075,997200000.0,400.7677489009381
2,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,7,7,4,8,8,3,0,3,6,7,7,1,10,1,9,0.0,230932932.5328355,0.0,0.0,269521843.16733605,0.0,12389944.77696454,58926842.49039639,0.01655893216633891,0.0,42422238.37366619,0.0,0.0,170076406.9344766,0.0,1255200000.0,0.0
3,4,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,6,3,9,10,0,0,3,5,7,7,3,2,0,8,8,0.0,227826396.34805363,0.0,0.0,99525397.17141615,0.0,0.0,100825922.110084,0.0,0.0,35216646.05860828,0.0,12942418.12121822,111873290.89124909,0.0010615836069818065,831600000.0,716.1668844051317
4,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9,5,7,10,8,4,5,3,6,4,4,9,4,2,7,0.0,267360312.84345895,0.0,0.0,310953515.4959669,0.0,0.0,98505116.46237586,0.0,0.0,44524642.63188732,0.0,0.0,118986995.69629535,0.0,369700000.0,0.0
5,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,9,4,9,8,6,5,0,5,10,4,6,8,1,1,0,0.0,281975147.78527826,0.0,0.0,262784240.5854675,0.0,23450465.613672163,81101963.466326,0.031396195520294205,0.0,46634054.565197766,0.0,20187859.193482947,50929971.20054293,0.014001641867409922,881900000.0,0.0
6,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,7,4,1,10,0,1,5,6,8,8,7,0,8,10,8,0.0,175989008.17388105,0.0,0.0,153043288.8271728,0.0,0.0,119898437.24181214,0.0,0.0,34768768.32229644,0.0,0.0,213313132.325326,0.0,1482300000.0,0.0
7,4,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,8,0,4,3,5,6,6,1,10,2,1,5,0,10,2,0.0,138903029.16673058,0.0,1203383.8695314832,199966545.06619623,0.0001071659399761505,0.0,112171258.82480693,0.0,0.0,26334910.09460339,0.0,32623822.382014297,96767921.20487039,0.002678867396368222,1184300000.0,1860.0518227504513
8,3,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,4,7,4,10,9,1,5,1,6,0,10,0,10,8,9,0.0,195032192.36459595,0.0,0.0,297869908.8408447,0.0,0.0,91223155.81153396,0.0,1637464.465412156,20384338.443195168,7.248771604476467e-05,0.0,223239460.56386492,0.0,1474700000.0,88.32006014260764
9,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,10,9,1,3,4,0,9,8,1,5,9,10,6,8,0.0,214421078.7172051,0.0,6591614.4635247635,148756866.22148383,0.0047405216598410856,12304991.715294525,91059524.12486935,0.016352034135742374,315801.63906505756,39964517.35835707,0.00012445194587905185,0.0,197497839.50789988,0.0,997200000.0,0.0
