,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
0,3,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,8,3,4,8,6,0,4,2,8,1,8,5,10,5,3,0.0,200876444.11674014,0.0,0.0,167690390.9444763,0.0,1519694379.5716407,97373014.86488141,0.26193160059164644,0.0,37957353.60490558,0.0,0.0,159741503.85416204,0.0,1230600000.0,68839.58158289203
1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,7,7,3,2,9,10,0,7,10,9,8,3,0,4,7,0.0,222039100.28507614,0.0,259764210.13321447,283094448.0119717,0.06126484216979271,1564100962.3381016,90160715.42553899,0.8257988569469434,0.0,54906923.99041267,0.0,0.0,83927878.88098589,0.0,935800000.0,38953.28685458884
2,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,6,1,8,5,6,6,6,6,7,0,1,10,8,4,10,0.0,197245590.00271034,0.0,10749035.22069033,233114817.4586118,0.007458605223470691,1486757856.4092674,121026986.78367361,2.108318803179869,0.0,27401689.039144397,0.0,0.0,179201602.75335336,0.0,989600000.0,0.0
3,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,4,7,5,4,3,9,4,9,5,0,3,3,1,8,10,0.0,203895381.32244533,0.0,60632767.97403962,221937904.70211324,0.006318139522849417,1505985114.9375136,117426672.11852276,0.3230170117062309,0.0,17803345.000196747,0.0,0.0,153875894.2445637,0.0,1222600000.0,57348.34029776986
4,4,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2,2,0,2,0,10,4,4,1,0,8,4,1,0,10,0.0,77099991.75787257,0.0,453446673.9358762,149261759.37043905,0.03998982579275185,1518378685.0342338,83164347.00555347,0.2621165554272854,0.0,28794046.716593646,0.0,0.0,85201787.01151437,0.0,1321100000.0,105661.73048020364
5,2,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,3,5,7,0,1,10,7,2,0,4,9,6,9,5,2,0.0,191140712.25215495,0.0,537651384.8119419,141171387.10255384,0.057880709878793526,1491964238.9901206,62267437.976033404,0.3183260807888545,0.0,49929952.6536329,0.0,0.0,146883960.6731041,0.0,1486700000.0,76172.41744667044
6,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,10,4,4,9,6,3,4,10,6,3,7,5,2,8,0,0.0,238649899.674016,0.0,0.0,258553216.89396924,0.0,1541145412.850303,127236735.65412486,0.8032652291421964,0.0,39716548.96182038,0.0,0.0,79410612.48799065,0.0,673800000.0,33486.67050092157
7,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,3,6,2,1,9,10,5,3,3,0,5,7,7,1,0.0,145883058.26646656,0.0,375804405.25688523,183258076.70822948,0.032404649474770716,1521302612.1578736,124569454.97381184,0.26308632835588386,0.0,20696082.48629594,0.0,0.0,140180881.73641115,0.0,1226200000.0,100631.12167413373
8,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,7,8,7,9,5,5,8,0,5,1,1,2,1,2,3,0.0,277462185.1407491,0.0,0.0,265473806.2914875,0.0,1502943708.7191029,74964671.67903003,0.7721220005814071,0.0,20699316.18745729,0.0,0.0,87128285.30609007,0.0,1607900000.0,33291.223979118826
9,4,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,3,1,8,1,8,10,5,10,1,6,10,1,10,1,3,0.0,165728610.25429183,0.0,232300467.31726786,256967901.4795088,0.017309204728650093,1485614935.2145224,114703970.32700063,0.2527574288317463,0.0,48344349.29271423,0.0,0.0,137135560.51152176,0.0,515700000.0,91676.92727918713
10,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,6,8,9,1,3,8,6,8,5,5,8,8,5,9,0.0,263047872.6385459,0.0,0.0,208689727.50172707,0.0,1606513687.349224,138046729.98550928,0.28546186489188735,0.0,46704262.793562666,0.0,0.0,178658235.2639665,0.0,461900000.0,81385.77098214361
11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,5,4,0,0,2,6,8,2,10,7,2,6,8,6,4,0.0,110573595.57493308,0.0,516704005.8477049,113454271.89419729,0.1351007292886912,1534540647.3314447,128161069.21248503,0.8016094862243116,0.0,40568685.4271195,0.0,0.0,154582068.52305788,0.0,679700000.0,45332.6491095772
12,4,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,10,2,3,2,2,6,4,3,9,2,10,8,3,7,4,0.0,210533719.854239,0.0,282618581.0173786,164158821.24202234,0.022747875672513625,1490647319.743499,105459324.99807125,0.25426320981536443,0.0,53242025.35183002,0.0,0.0,125937902.45636173,0.0,1003100000.0,94538.12446510664
13,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,5,8,6,2,6,7,8,7,7,10,1,5,9,3,1,0.0,238204499.12976393,0.0,143471690.3293776,209379725.79999262,0.03315892796561012,1486207638.4340267,138708260.65367562,0.7588000755939037,0.0,45247516.32077987,0.0,0.0,131653573.62252095,0.0,1124500000.0,36178.951048299605
14,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,5,10,8,7,2,3,2,5,5,7,5,7,2,10,1,0.0,292778571.1944082,0.0,3902722.58711367,192223742.738094,0.0010145404626671595,1514857432.0906787,89402604.69789341,0.7818512407196214,0.0,49609514.85941385,0.0,0.0,127269527.23485216,0.0,1051100000.0,33428.81777493637
