,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
0,4,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,4,1,0,7,10,3,7,10,9,5,3,6,5,3,1,0.0,85246019.34861892,0.0,0.0,283931427.1198278,0.0,0.0,162054583.85333788,0.0,0.0,37536656.165781654,0.0,0.0,105339133.75568011,0.0,795000000.0,0.0
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,9,6,5,9,2,10,0,1,4,1,0,0,1,0.0,165026199.05882242,0.0,0.0,268957400.84046453,0.0,0.0,69456196.27730663,0.0,2258803.4125739606,23824394.887862902,0.000536682589193521,85002989.69497284,25037214.086173728,0.034175432496873576,448400000.0,3262.3462495445506
2,4,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,6,6,0,10,0,10,8,9,1,0,2,0,2,7,0.0,172304199.80689174,0.0,4378950.60389464,99525397.17141615,0.0006021420891380469,0.0,170739972.37271902,0.0,0.0,13903423.98391871,0.0,0.0,74843606.29614219,0.0,904200000.0,340.016745368137
3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,10,6,2,3,1,0,3,7,2,2,8,9,4,0.0,138973384.07292515,0.0,0.0,181024453.14671123,0.0,6520779.082763999,45324187.55237766,0.014356147183827283,0.0,33458974.456726406,0.0,0.0,177048235.7994033,0.0,456000000.0,0.0
4,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5,10,2,0,3,1,2,7,8,9,6,3,0,9,6,0.0,228148082.0979741,0.0,7788172.412131538,90143923.5488522,0.008919709071888255,0.0,109218571.50010973,0.0,0.0,49168020.20492415,0.0,0.0,107608403.84178665,0.0,623500000.0,0.0
5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,9,2,2,9,4,6,3,0,0,1,2,2,0,7,0.0,173005477.81525242,0.0,0.0,216283869.0560246,0.0,0.0,61001668.01785916,0.0,433374.77811137226,13903423.98391871,3.966735472790452e-05,0.0,74843606.29614219,0.0,747000000.0,30.28057275767503
6,3,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,5,1,0,9,6,5,0,3,4,7,1,4,4,5,0.0,128509281.34294224,0.0,7747048.322039068,179357791.49446845,0.001059129485356098,0.0,57423135.62296812,0.0,0.0,35155571.37429637,0.0,0.0,119543062.21545857,0.0,747000000.0,516.5026318710769
7,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,4,7,4,0,0,7,6,0,0,5,8,5,3,4,3,0.0,195032192.36459595,0.0,32509852.139025897,73315450.27094865,0.037112538163979206,0.0,31398797.71871161,0.0,0.0,47256251.65971326,0.0,0.0,105668056.91818394,0.0,1199900000.0,0.0
8,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,10,1,2,3,0,0,0,4,3,5,6,5,7,7,9,0.0,194772659.60926688,0.0,0.0,47842699.56310011,0.0,8394855.04872715,54082305.45306664,0.002734065270815358,0.0,41975988.987621784,0.0,0.0,185121553.1835401,0.0,966500000.0,369.9414359220549
9,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,4,7,1,5,0,9,0,0,3,3,3,8,2,8,8,0.0,173103375.1786149,0.0,0.0,165864941.73220712,0.0,16703146.835606465,24198032.45136138,0.03611098163158331,0.0,37510326.298633955,0.0,0.0,147227761.55966687,0.0,831600000.0,0.0
10,2,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,9,1,8,5,2,4,9,4,8,7,0,0,2,0,0.0,166624069.06170735,0.0,0.0,225281252.68299395,0.0,0.0,113719792.0364532,0.0,0.0,34768768.32229644,0.0,15214556.10208633,27578229.96765524,0.002533926231816832,1176700000.0,947.4072329803112
11,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,4,3,0,7,4,2,4,6,6,7,2,5,6,5,0.0,132206024.73611341,0.0,7829296.502224008,140822678.00042614,0.00901333909914236,0.0,88818467.89598557,0.0,0.0,41381773.35645638,0.0,0.0,137394735.52303296,0.0,1365500000.0,0.0
